"article_ID","article_title"
"1699","Spring Thermal Fronts and Salmonine Sport Catches in Lake Ontario"
"1700","Comparative Signature Diagrams to Evaluate Biophysical Data for Differences in Protein Structure Across Various Formulations"
"1701","Adaptive stochastic resonance in noisy neurons based on mutual information"
"1702","Complete consistency of estimators for regression models based on extended negatively dependent errors"
"1703","An Introduction to Evidential Sample Size Calculations"
"1704","Indecisiveness and response to risk in deciding when to decide"
"1705","Glutathione dependent enzyme activities in the foot of three freshwater mussel species in the Sava river, Serbia"
"1706","Rule Induction for Sentence Reduction"
"1707","Effective Sample Size in Order Statistics of Correlated Data"
"1708","The Scale of Dissimilarity: Concepts, Measurement and an Application to Socio‐Economic Variation Across England and Wales"
"1709","On The Sharp Threshold Interval Length of Partially Connected Random Geometric Graphs During K-Means Classification"
"1710","CropYield Distributions Revisited"
"1711","Generalized Inference in Linear Regression Models"
"1712","Posttraumatic growth in cancer patients and partners—effects of role, gender and the dyad on couples' posttraumatic growth experience"
"1713","On statistical model checking of stochastic systems"
"1714","Propagation of uncertainties in deterministic systems"
"1715","Modeling Risk, Perceptions, and Uncertainties With Microbehavioral Methods"
"1716","The interchangeability of alternative measures of permanent income in regression analysis"
"1717","Confidence Intervals for Discrete Approximations to Ill-Posed Problems"
"1718","A novel application of propensity score matching to estimate Alcoholics Anonymous’ effect on drinking outcomes"
"1719","A primary role of developmental instability in sexual selection."
"1720","Development of a Method to Assess the Relevant Variables and the Probability of Financial Distress"
"1721","Statistical probabilistic model checking with a focus on time-bounded properties"
"1722","Nonlinearly Weighted L1-Solvability of the First Kind Fredholm Integral Equation☆"
"1723","PROTEIN SEQUENCE CLASSIFICATION WITH BAYESIAN SUPERVISED AND SEMI-SUPERVISED LEARNED CLASSIFIERS"
"1724","A Latent Health Factor Model for Estimating Estuarine Ecosystem Health"
"1725","Generalised Pareto distribution: impact of rounding on parameter estimation"
"1726","A test for additive outliers applicable to long-memory time series"
"1727","Stylized Statistical Facts of Indonesian Financial Data: Empirical Study of Several Stock Indexes in Indonesia"
"1728","Analytical techniques for assessing the control net connectivity of centralized multihop radio systems"
"1729","Delivery delay variation in multi-echelon inventory problems"
"1730","A second-order gate delay modeling method with an efficient sensitivity analysis"
"1731","A probabilistic study of electric power systems considering the uncertainties of renewable generation and loads"
"1732","Stochastic Hybrid Dynamic Systems: Modeling, Estimation and Simulation"
"1733","Anti-jamming algorithm for traffic load shedding in DS-CDMA cellular system"
"1734","The geography of chronic obstructive pulmonary disease across time: California in 1993 and 1999."
"1735","Asking sensitive questions: a statistical power analysis of randomized response models."
"1736","RT-MaC: runtime monitoring and checking of quantitative and probabilistic properties"
"1737","Stochastic simulation of daily precipitation: A copula approach"
"1738","Least squares self-coherence for sub-nGal signal detection in the superconducting gravimeter records"
"1739","Reflectance spectra modeling methods"
"1740","An Ordering Model for Recoverable Stock Items"
"1741","The Pythagorean Won-Loss Formula and Hockey: A Statistical Justification for Using the Classic Baseball Formula as an Evaluative Tool in Hockey"
"1742","Technique for Direct eV-Scale Measurements of the Mu and Tau Neutrino Masses Using Supernova Neutrinos"
"1743","Increase in filtration coefficient from actions of melittin on neutrophils in isolated rabbit lungs."
"1744","Tracking concept drift in malware families"
"1745","Phenomenology of long baseline neutrino oscillation Beta Beam experiments and their related technologies"
"1746","The role of location and motion information in the tracking and recovery of moving objects"
"1747","Adaptive Hybrid Genetic Algorithm for Groundwater Remediation Design"
"1748","Sustainable Growth Rate, Optimal Growth Rate, and Optimal Payout Ratio: A Joint Optimization Approach"
"1749","Theoretical foundations for a quantitative approach to paleogenetics. Part I: DNA."
"1750","ASYMPTOTIC THEORY FOR THREE INFINITE DIMENSIONAL DIFFUSION PROCESSES"
"1751","Exploiting coarse-grained parallelism to accelerate protein motif finding with a network processor"
"1752","Research Article: Search of regular sequences in promoters from eukaryotic genomes"
"1753","Using the overdispersed exponential family to estimate the distribution of usual daily intakes of people aged between 18 and 28 in Taiwan"
"1754","Probabilistic Methods for Financial and Marketing Informatics"
"1755","The Impact of Size on Health Care Insurance Company Success"
"1756","Bayesian Estimation of a Continuous-Time Model for Discretely-Observed Panel Data"
"1757","Time to Build and Fluctuations in Bulk Shipping"
"1758","Inverting the symmetrical beta distribution"
"1759","Building energy optimisation under uncertainty using ACOMV algorithm"
"1760","Cross-Section Designs for the Safety Performance of Buffer-Separated High-Occupancy Vehicle Lanes"
"1761","Characterization of aggregate interference in arbitrarily-shaped underlay cognitive networks"
"1762","Relationship of takeover gains to the stake of managers in the acquiring firm"
"1763","Two-dimensional saccade-related population activity in superior colliculus in monkey."
"1764","Estimating steady-state distributions via simulation-generated histograms"
"1765","[book]Random field solutions including boundary condition uncertainty for the steady-state generalized Burgers equation"
"1766","Image-Based Anomaly Detection Technique: Algorithm, Implementation and Effectiveness"
"1767","Vibration-based finite element model updating and structural damage identification"
"1768","Some insights of using common random numbers in selection procedures"
"1769","[book]Novel algorithms for fast statistical analysis of scaled circuits"
"1770","Implications of spatial summation models for processes of contour perception: a geometric perspective"
"1771","Equivalent Drop Test Modification for Determination of Cushioning Performance"
"1772","New Approach to Compute Integral Transforms"
"1773","A procedure for testing across-condition rhythmic spike-field association change"
"1774","The Path Effect in Ground-Motion Variability: An Application of the Variance-Components Technique"
"1775","Sample size determination: a review"
"1776","Observation of the horizontal drift of thin metallic ion layers over Sondrestrom"
"1777","Setting safety stock based on imprecise records"
"1778","Inferring the Latent Incidence of Inefficiency from DEA Estimates and Bayesian Priors"
"1779","R&D in a post centrally-planned economy: The macroeconomic effects in Poland"
"1780","Semi Analytic Fast Method to Dimension 3G downlink Air interface"
"1781","A Characterisation of the Gaussian Distribution through the Sample Variance"
"1782","Prediction: A Six-Year Follow-Up."
"1783","On estimating the uncertainty in the location of image points in 3D recognition from match sets of different sizes"
"1784","Why Are the Majority of Hereditary Cases of Early-Onset Breast Cancer Sporadic? A Simulation Study"
"1785","Confidence bounds in social sensing"
"1786","A probabilistic model for predicting distributions of PAH ratios between oysters and marine sediments"
"1787","An Experimental Examination of a Hypothesis Connecting Visual Pattern Recognition and Apparent Motion"
"1788","Improving parameter estimation using constrained optimization methods"
"1789","Adaptive and regressive expectations in a rational model of the inflationary process"
"1790","An analytic method for longitudinal mortality studies."
"1791","On the performance of randomized power control algorithms in multiple access wireless networks"
"1792","Primary Ventricular Fibrillation Is Associated With Increased Paced Right Ventricular Electrogram Fractionation"
"1793","Effective cloud optical depth for overcast conditions determined with a UV radiometers"
"1794","Robust I-Sample Analysis of Means Type Randomization Tests for Variances"
"1795","Mixture Modeling for Genome-Wide Localization of Transcription Factors"
"1796","Asymptotic Normality for EMS Option Price Estimator with Continuous or Discontinuous Payoff Functions"
"1797","Dynamics of tournaments: the soccer case"
"1798","HTLS UPGRADES FOR POWER TRANSMISSION EXPANSION PLANNING AND OPERATION"
"1799","Constrained surface interpolation by means of a genetic algorithm"
"1800","Variance estimation and ranking of target tracking position errors modeled using Gaussian mixture distributions"
"1801","The Noisy Expectation-Maximization Algorithm for Multiplicative Noise Injection"
"1802","A DNA Coarse-Grain Rigid Base Model and Parameter Estimation from Molecular Dynamics Simulations"
"1803","Foreign Exchange Forward and Futures Prices: Are They Equal?"
"1804","Long-Term Modeling of Solar Energy: Analysis of Concentrating Solar Power (CSP) and PV Technologies"
"1805","Tactile enhancement of auditory detection and perceived loudness."
"1806","A two-sample adaptive procedure based on the Log-Rank and Peto and Peto's Wilcoxon tests"
"1807","Teaching Bayes' Theorem: Strength of Evidence As Predictive Accuracy"
"1808","On the generation of subsets of order statistics"
"1809","Motor Cortical Measures of Use-Dependent Plasticity Are Graded From Distal to Proximal in the Human Upper Limb"
"1810","[patent]Genetic polymorphisms associated with venous thrombosis, methods of detection and uses thereof"
"1811","Two Classes of Models for Magnitude Estimation"
"1812","Understanding Partial Statistics and Redundancy of Variables in Regression and Discriminant Analysis"
"1813","Software-based study of a non-sorting method for median calculation on a set of integer numbers"
"1814","An Empirical Comparison of Conditional and Marginal Likelihood Methods in a Longitudinal Study"
"1815","On the classification of normally distributed neurons: an application to human dentate nucleus"
"1816","A statistical analysis of the performance of the folsom plankton sample splitter, based upon test observations"
"1817","A Two-Stage Isolated-Word Recognition System Using Discriminant Analysis"
"1818","A Geometric Transversal Approach to Analyzing Track Coverage in Sensor Networks"
"1819","Some sampling properties of common phase estimators"
"1820","Sieve Instrumental Variable Quantile Regression Estimation of Functional Coefficient Models"
"1821","The effect of heating and quenching on grinding characteristics of quartzite"
"1822","The power of experiments for estimating relative reproductive success of hatchery-born spawners"
"1823","Fusion of multiple, coarse features from the face, hand and voice for reliable human identity determination"
"1824","Robust incremental extreme learning machine"
"1825","Determination and Analysis of Recurrent Groups"
"1826","Trimmed and Outer Means and Their Variances"
"1827","A method to predict reverberation time in concert hall preliminary design stage"
"1828","Comparison of Some Parametric and Nonparametric Type One Sample Confidence Intervals for Estimating the Mean of a Positively Skewed Distribution"
"1829","Endpoint distribution of self‐avoiding walks"
"1830","The probability, identification, and prevention of rare events in power systems"
"1831","On the use of Zadeh's probabilistic definition for testing statistical hypotheses from fuzzy information"
"1832","Behavioral pattern identification for structural health monitoring in complex systems"
"1833","Analysis of chromatin-associated fiber arrays"
"1834","Assessing individual differences in categorical data"
"1835","[book]Best Practices in Quantitative Methods"
"1836","Statistical analysis of type I multiply left-censored samples from exponential distribution"
"1837","Estimating the probability of failure for commercial banks and the banking system"
"1838","Arriving in Time: Estimation of English Auctions with a Stochastic Number of Bidders"
"1839","On the Effect of Heterogeneity on the Dynamics and Performance of Dynamical Networks"
"1840","Sampling of Material and Statistical Analysis in Quantitative Stereology"
"1841","Analysis of impulsive biological noise due to snapping shrimp as a point process in time"
"1842","Differential thermal analysis and solution growth of intermetallic compounds"
"1843","Statistical tests for discriminating inaccurate input functions in dynamic mouse microPET studies"
"1844","Empirical analysis of ideal recombination on random decomposable problems"
"1845","Probabilistic verification for “black-box” systems"
"1846","An analysis of age and body weight at first calving for Holsteins in the United States."
"1847","Statistical process control with special reference to multivariable processes and short runs"
"1848","Differences in potential for amino acid change after mutation reveals distinct strategies for κ and λ light-chain variation"
"1849","[book]Mathematical Statistics: A Unified Introduction"
"1850","Technical Note: Error Propagation in Coupon Immersion Tests"
"1851","Generating beta random numbers and Dirichlet random vectors in R"
"1852","Introduction to modeling and simulation"
"1853","Price Flexibility and Aggregate Stability: Some Evidence Contrasting Developing and Developed Countries"
"1854","Maximum Likelihood Set for Estimating a Probability Mass Function"
"1855","Estimation of unknown speakers height from speech"
"1856","Meta‐analysis: Lactobacillus GG for treating acute gastroenteritis in children – updated analysis of randomised controlled trials"
"1857","Models for the assessment of the value of forecast information"
"1858","Systematic encounter sampling: a simulation study"
"1859","Detection and estimation of the increasing trend of cancer incidence in relatively small populations"
"1860","Parallel Implementation of Totalistic Cellular Automata Model of Stable Patterns Formation"
"1861","Interval censored sampling plans for the log-logistic lifetime distribution"
"1862","Proper receiver operating characteristic analysis: The bigamma model"
"1863","A Novel Synthetic Traffic Pattern for Power/Performance Analysis of Network-on-Chips Using Negative Exponential Distribution"
"1864","Analysis of Hierarchical Diff-EDF Schedulability over Heterogeneous Real-Time Packet Networks"
"1865","Reliability-based design optimization with confidence level under input model uncertainty due to limited test data"
"1866","Road segmentation using multipass single-pol synthetic aperture radar imagery"
"1867","Modelling the Absolute Returns of Different Stock Indices: Exploring the Forecastability of an Alternative Measure of Risk"
"1868","The Power of Association Studies to Detect the Contribution of Candidate Genetic Loci to Variation in Complex Traits"
"1869","Determinants of exchange-rate regimes for currencies of developing countries: Some preliminary results"
"1870","Theoretical study of information capacity of Hopfield neural network and its application to expert database system"
"1871","Maximum Likelihood Estimation in Progressive Type-II Censoring"
"1872","Introducing socioeconomic characteristics into production analysis under risk"
"1873","Transportation models"
"1874","Blind Near-MAP Selection Diversity With PIC-LSP Multiuser Detection for Multiuser OFDM"
"1875","A study on acoustic emission technology for tank bottom corrosion inspection"
"1876","From high school to college : changes in women's self-concept and its relationship to eating problems"
"1877","Solvent viscosity dependence of the folding rate of a small protein: Distributed computing study"
"1878","Stochastic modelling of earthquake interoccurrence times in Northwest Himalaya and adjoining regions"
"1879","Understanding the practical advantages of modern ANOVA methods."
"1880","Theoretical Study of Ductile Fracture in Steel Structures in the Presence of Spatial Variability in Toughness"
"1881","The Inference of Antigen Selection on Ig Genes"
"1882","[patent]AUTHENTICATION OF SECURITY DOCUMENTS AND MOBILE DEVICE TO CARRY OUT THE AUTHENTICATION"
"1883","Why Some Firms Use Collar Offers in Mergers"
"1884","Possibility-Based Design Optimization Method for Design Problems With Both Statistical and Fuzzy Input Data"
"1885","On the Distribution of MISO Channel Capacity in the Interference-Limited System"
"1886","RAPID COMMUNICATION Comparative Signature Diagrams to Evaluate Biophysical Data for Differences in Protein Structure Across Various Formulations"
"1887","Accurate calculation of eye diagrams and bit error rates in optical transmission systems using linearization"
"1888","Search algorithms for biosequences using random projection"
"1889","Agreement attraction in comprehension: Representations and processes"
"1890","On joint probability density functions of discrete time iterative processes"
"1891","Stem Cell Proliferation and Quiescence—Two Sides of the Same Coin"
"1892","Mercury advisories: Information, education, and fish consumption"
"1893","On the Moments, Cumulants, and Characteristic Function of the Log-Logistic Distribution"
"1894","Uncertainty of the hazardous concentration and fraction affected for normal species sensitivity distributions."
"1895","A Behavior-Based Approach to Securing Email Systems"
"1896","Valuation of Han River Waterside Landscape with a Double-bound Dichotomous Choice Model and Policy Implications: Focused on the Exponential Willingness to Pay Model"
"1897","Study on semiparametric Wilcoxon fuzzy neural networks"
"1898","Use of acridine orange in : flow cytometric assessment of micronuclei induction"
"1899","Estimation of inverse temperature and other Lagrange multipliers: The dual distribution"
"1900","Bootstrapping a Test Statistic for Vanishing Tetrads"
"1901","Distributed Federated Learning for Ultra-Reliable Low-Latency Vehicular Communications."
"1902","An l p Norm Minimization Using Auxiliary Function for Compressed Sensing"
"1903","Robust portfolio estimation under skew-normal return processes"
"1904","A Computational Model for C. elegans Locomotory Behavior: Application to Multiworm Tracking"
"1905","Confidence Interval Estimation for Oscillometric Blood Pressure Measurements Using Bootstrap Approaches"
"1906","Input model uncertainty and reliablity-based design optimization with associated confidence level"
"1907","Connectionist Models of Reinforcement, Imitation, and Instruction in Learning to Solve Complex Problems"
"1908","Information markets for product attributes: A game theoretic, dual pricing mechanism"
"1909","Contingent means in multi-life models"
"1910","Benchmark calculations from summarized data: an example"
"1911","Comparison of weighted grey relational analysis for software effort estimation"
"1912","Estimation and detection issues in matched-field processing"
"1913","Automatic Curve Extraction for Digitizing Rainfall Strip Charts"
"1914","Testing the Equality of Two Related Intraclass Reliability Coefficients"
"1915","SOME REMARKS ON NON-CENTRAL WEIBULL DISTRIBUTION"
"1916","Ensemble methods in Large Vocabulary Continuous Speech Recognition"
"1917","The Market Liquidty of Diamonds, Qubes, and Their Underlying Stocks"
"1918","The moment generating function has its moments"
"1919","An Evaluation of the Effectiveness of Measurement-based Anomaly Detection Techniques"
"1920","Appraising earthquake hypocenter location errors: A complete, practical approach for single-event locations"
"1921","Chebyshev inequalities with law-invariant deviation measures"
"1922","Reliability Analysis of Wind Turbine Blades for Fatigue Life under Wind Load Uncertainty"
"1923","Counting the Number of r×c Contingency Tables with Fixed Margins"
"1924","Pollution Detection in Urban Areas Using the Existing Camera Networks"
"1925","Empirical evaluation of data-based density estimation"
"1926","Parameter identification for stochastic hybrid models of biological interaction networks"
"1927","Reconstruction of topside density profile by using the topside sounder model profiler and digisonde data"
"1928","Meal and oral glucose tests for assessment of β-cell function: modeling analysis in normal subjects"
"1929","A Nonparametric Bayesian Model for Synthesising Residential Solar Generation and Demand."
"1930","Feedback median filter for robust preprocessing of glint noise"
"1931","Interval censored sampling plans for the gamma lifetime model"
"1932","Farmer Education and Efficiency: A Frontier Production Function Approach."
"1933","A Study on the Risk Identification Methods for Initial and Mass Production Stage of Military Products Using FMEA"
"1934","A Simple Method of Teaching the Independence of and s2"
"1935","A machine learning approach for identifying subtypes of autism"
"1936","Logic optimization by output phase assignment in dynamic logic synthesis"
"1937","Learning to crawl: Comparing classification schemes"
"1938","Minimum Complexity Pursuit for Universal Compressed Sensing"
"1939","New wine in old bottles: A meta-analysis of Ricardian equivalence"
"1940","Construction Risk Analysis Tool for Determining Liquidated Damages Insurance Premiums: Case Study"
"1941","Broken odds and the favourite-longshot bias in parimutuel betting: a direct test"
"1942","Accuracy evaluation of an on-line kinematic system via dynamic tests"
"1943","Nonlinear Analysis for Evaluation of Age-Related Muscle Performance Using Surface Electromyography"
"1944","Evaluating the lifetime performance index for the exponential lifetime products"
"1945","Detecting the presence of psk signals using composite hypothesis testing"
"1946","Performance of Heterogeneous Parallel Computer System with Distributed Memory Using Analytic and Simulation Techniques"
"1947","Nesting success in Brown-and-yellow Marshbirds : Effects of timing, nest site, and brood parasitism"
"1948","Bayesian clinical trial design using Markov models with applications to autoimmune disease"
"1949","Inferences on the lifetime performance index for Weibull distribution based on censored observations using the max"
"1950","Evaluating a Deliberative Method for Ranking Environmental Risks in China"
"1951","Utilização de contratos futuros agropecuários em carteiras de investimentos: uma análise de viabilidade."
"1952","Quantifying the effects of IT-governance rules"
"1953","Color juxtaposition for pointillism based on an artistic color model and a statistical analysis"
"1954","Statistics of transmitter release at nerve terminals."
"1955","Automatic model adaptation for complex structured domains"
"1956","Combining Behavior Models to Secure Email Systems"
"1957","The central limit theorem for capacities"
"1958","Conditions of Equivalence Among E-V, SSD, and E-H Portfolio Selection Criteria: The Case for Uniform, Normal and Lognormal Distributions"
"1959","Online recursive estimation of remaining life using ultrasonic measurements"
"1960","A comparison of new calculations of 10be production in the earths polar atmosphere by cosmic rays with 10be concentration measurements in polar ice cores between 1939-2005 - a troubling lack of concordance paper #1"
"1961","Has Asian export performance been unique"
"1962","Evaluating Yield Models for Crop Insurance Rating"
"1963","Hill‐climbing to Pasch valleys"
"1964","Nonparametric model reconstruction for stochastic differential equations from discretely observed time-series data"
"1965","The North Chilean hexahedrites: Variations in composition and structure"
"1966","Variance of the sample mean: properties and graphs of quadratic-form estimators"
"1967","Learning search control knowledge for deep space network scheduling"
"1968","Sliding-mode control to compensate PVT variations in dual core systems"
"1969","Simulation-Based CTMC Model Checking: An Empirical Evaluation"
"1970","Family of generalized gamma distributions: Properties and applications"
"1971","Chinese Outbound Tourists’ Destination Image of America Part II"
"1972","Tagging Models for Estimating Survival Rates When Tag Visibility Changes over Time: Partial-Year Tabulation of Recaptures"
"1973","Cramér-Rao Lower Bound for Fuzzy-Valued Random Variables"
"1974","New formulas for predicting the size distribution of warhead fragments"
"1975","AN EXAMINATION OF THE YIELDS OF CORPORATE BONDS AND STOCKS"
"1976","[patent]Genetic polymorphisms associated with cardiovascular diseases, methods of detection and uses thereof"
"1977","Recursive robust parameter estimation in automated information—Measuring systems"
"1978","Matching and record linkage"
"1979","A test of the hypothesis that cronbach's alpha or kuder-richardson coefficent twenty is the same for two tests"
"1980","Model checking Markov chains : techniques and tools"
"1981","Mixing bandits: a recipe for improved cold-start recommendations in a social network"
"1982","High-resolution flat-panel volumetric CT images show no correlation between human age and sagittal suture obliteration—Independent of sex"
"1983","Borrowing strength"
"1984","MOMENT PROPERTIES OF TWO MAXIMUM LIKELIHOOD ESTIMATORS OF THE MEAN OF TRUNCATED EXPONENTIAL DISTRIBUTION"
"1985","The Inverse of Transformation Method in Stochastic Mechanical Structure"
"1986","Attack visualisation for cyber-security situation awareness"
"1987","Statistical thermodynamics of disperse systems"
"1988","Multichannel Analyzer Data Analysis by a Least Squares Computer Program"
"1989","Economic implications of the Doha round"
"1990","A Bayesian Examination of Anchoring Bias and Cheap Talk in Contingent Valuation Studies"
"1991","Consistent estimation of correlations between observed interval variables with skewed distributions"
"1992","Chromosome Aberrations Produced by Radiation: The Relationship between Excess Acentric Fragments and Dicentrics"
"1993","Reparameterizing, Fitting, and Testing a Simple Growth Model"
"1994","Uses of the Buys-Ballot Table in Time Series Analysis"
"1995","Estimation of the Mean of Truncated Exponential Distribution"
"1996","Resource allocation for multiuser space-time coding based OFDM systems with QoS provision"
"1997","Dairy Operation Management Practices and Herd Milk Production"
"1998","Novel cascaded Gaussian mixture model-deep neural network classifier for speaker identification in emotional talking environments"
"1999","Microbial Indicators, Opportunistic Bacteria, and Pathogenic Protozoa for Monitoring Urban Wastewater Reused for Irrigation in the Proximity of a Megacity"
"2000","Expectation and variance of item resemblance distributions in a convolution-correction model of distributed memory"
"2001","Joint Fuzzy Probability Distributions"
"2002","Ambiguity in spatial models of policy formation"
"2003","Real-time fatigue life estimation in mechanical structures"
"2004","A universal mechanism of extreme events and critical phenomena"
"2005","Dois critérios de seleção na pré-desmama em bovinos da raça Gir. 1. Estimativas de parâmetros genéticos"
"2006","Approximating the Stability Region for a Differential Equation with a Distributed Delay"
"2007","The Sampling Relationship Between Sharpe's Performance Measure and its Risk Proxy: Sample Size, Investment Horizon and Market Conditions"
"2008","Detecting Viral Propagations Using Email Behavior Profiles"
"2009","Demand-Side Theory and Congressional Committee Composition: A Constituency Characteristics Approach"
"2010","Source information transmission over MIMO systems with transmitter side information"
"2011","Estimation of earthquake source parameters by the inversion of waveform data: Global seismicity, 1981-1983"
"2012","Automating Bivariate Transformations"
"2013","Induction of PPARγ1 Expression in Human THP-1 Monocytic Leukemia Cells by 9-cis-Retinoic Acid Is Associated with Cellular Growth Suppression"
"2014","Quantifying Excess Length of Postoperative Stay Attributable to Infections: A Comparison of Methods"
"2015","THE FIVE PARAMETER LINDLEY DISTRIBUTION"
"2016","Effects of a Periodic Decay Rate on the Statistics of Radioactive Decay: New Methods to Search for Violations of the Law of Radioactive Change"
"2017","Two Approaches to Modelling and Forecast"
"2018","An efficient expanding block algorithm for image copy-move forgery detection"
"2019","Effect of random fluctuations in ambient air temperature on solar system performance"
"2020","Investigating Visual Alerting in Maritime Command and Control"
"2021","Testing the Equality of Two Independent αCoefficients Adjusted by the Spearman-Brown Formula"
"2022","Partial analysis of high-way factorial designs"
"2023","Genetic differentiation between populations of the ant Aphaenogaster ‘rudis’ in the Southeastern United States"
"2024","Systemic risk in the netting system"
"2025","A Power Management Proxy with a New Best-of-N Bloom Filter Design to Reduce False Positives"
"2026","On the correct interpretation of p values and the importance of random variables"
"2027","A new clustering algorithm for segmentation of magnetic resonance images"
"2028","ESTIMATION OF THE WEIBULL DISTRIBUTION WITH APPLICATIONS TO TORNADO CLIMATOLOGY"
"2029","Statistical analysis of Litchi chinensis’s adsorption behavior toward Cr(VI)"
"2030","QUALITATIVE DATA AND ERROR MEASUREMENT IN INPUT-OUTPUT-ANALYSIS"
"2031","Indices of mine safety resulting from the application of the Poisson distribution to mine accident data"
"2032","Auditing and competitive bidding in the public sector"
"2033","Recognizing the Symptoms of Mental Illness following Concussions in the Sports Community: A Need for Improvement"
"2034","Comparative census procedures using single mark-recapture methods"
"2035","A Mathematical Model of Historical Semantics and the Grouping of Word Meanings into Concepts"
"2036","Building a Predictive Model for Baseball Games"
"2037","The probability of the paradox of voting: A computable solution"
"2038","A general theory for the construction of best-fit correlation equations for multi-dimensioned numerical data"
"2039","Identification of significant gene-sets differentially expressed in a specific disease by co-expressed functional gene modules generation"
"2040","The Effects of the Sample Size, the Investment Horizon and Market Conditions on the Validity of Composite Performance Measures: A Generalization"
"2041","[book]Computational methods in statistics and econometrics"
"2042","Dual channel matched filter system-a performance analysis"
"2043","Estimating the Number of Fish Landed from Their Total Weight and a Sample Average Weight"
"2044","Design Criteria of Two-Hop Based Wireless Networks with Non-Regenerative Relays in Arbitrary Fading Channels"
"2045","Two-phase quantile estimation"
"2046","Advertising conjectures and the nature of advertising competition in an oligopoly"
"2047","Spatial and temporal clustering of deep and shallow earthquakes in the Fiji-Tonga-Kermadec region"
"2048","Optimization of inputs in a spatially variable natural resource: Unconditional vs. conditional analysis"
"2049","ANALYSIS OF SURFACE-FOCI TRAVEL TIMES."
"2050","EFFECT OF REINFORCEMENT PROBABILITY AND PRIZE SIZE ON COCAINE AND HEROIN ABSTINENCE IN PRIZE-BASED CONTINGENCY MANAGEMENT"
"2051","Minimizing the weighted number of early and tardy jobs in a stochastic single machine scheduling problem"
"2052","Sensitivity of an underwater acoustic array to ultra-high energy neutrinos"
"2053","Theory and practice of acoustic confusability"
"2054","Sound Source Separation in Monaural Music Signals"
"2055","Robust estimation of priorities in the AHP"
"2056","Master equation approach to the intra-urban passenger flow and application to the Metropolitan Seoul Subway system"
"2057","An efficient uncertainty propagation method for parameterized probability boxes"
"2058","Influence of Fabrication Error on the Characteristics of a 2-D Photonic-Crystal Cavity"
"2059","On the Theory of Random Noise. Phenomenological Models. I"
"2060","Multi-Commodity Real Options Analysis of Power Plant Investments: Discounting Endogenous Risk Structures"
"2061","Dapple: Improved Techniques for Finding Spots on DNA Microarrays"
"2062","A model of money with multilateral matching"
"2063","Human Capital, Uncertain Wage Distributions, and Educational and Occupational Choices"
"2064","One-Way Classification"
"2065","Order Statistics Bayesian-Mining Agent Modelling for Automated Negotiation"
"2066","Discovering Laws as Anomalies in Logical Worlds"
"2067","Obtaining point spread function of penumbral encoding aperture with expectation maximization algorithm based on matched source-image pair experiment"
"2068","Adaptive sequential hypothesis testing for accurate detection of scanning worms"
"2069","Improving Effort Estimation Accuracy by Weighted Grey Relational Analysis During Software Development"
"2070","A Framework of Simplifications in Learning to Plan"
"2071","On the parameterization of rigid base and basepair models of DNA from molecular dynamics simulations"
"2072","Fragility Functions for Older Reinforced Concrete Beam-Column Joints"
"2073","Comparing the variances of two dependent variables"
"2074","Theory of Statistics"
"2075","Mining models of exceptional objects through rule learning"
"2076","Impact of selected policy and market factors upon student flows from high school to competing destinations"
"2077","Methods for the Analysis of CCRC Data"
"2078","Deriving implications of comparison theory for demographic phenomena: a first step in the analysis of migration."
"2079","Biomedical Image Processing with Morphology-Based Nonlinear Filters"
"2080","Small Sample Power of Some Tests of the Constant Failure Rate"
"2081","Discovering Knowledge-Sharing Communities in Question-Answering Forums"
"2082","Modeling and Performance Analysis of Distributed Systems with Collaboration Behaviour Diagrams"
"2083","Exact moments of order statistics from a power-function distribution"
"2084","A decision modes for shift scheduling of nurses"
"2085","Theory, Simulation and Reality"
"2086","Performance considerations for a combined information classification test using Dirichlet priors"
"2087","Novel Computational Methods for Solving High- Dimensional Random Eigenvalue Problems"
"2088","Association of Posterior p-Values of S.A.G.E. SIBPAL Proportion-IBD and Haseman-Elston Statistics for ACTHR112"
"2089","Inferences on the Parameters of the Birnbaum-Saunders Fatigue Life Distribution Based on Maximum Likelihood Estimation"
"2090","Statistical Inference Focusing on a Single Mean"
"2091","The sweet taste of gratitude: Feeling grateful increases choice and consumption of sweets"
"2092","Detecting trends in raptor counts: power and type I error rates of various statistical tests"
"2093","Vertical Antitrust Policy as a Problem of Inference"
"2094","Nonparametric Analysis on System Availability: Confidence Bound and Power Function"
"2095","Retinotopically defined primary visual cortex in Williams syndrome"
"2096","Queuing of Concurrent Movement Plans by Basal Ganglia"
"2097","Information in channel-coded systems: correlated receivers"
"2098","Determination of Optimal Initial Weights of an Artificial Neural Network by Using the Harmony Search Algorithm: Application to Breakwater Armor Stones"
"2099","On the Natural Density of the Niven Numbers"
"2100","Discrimination thresholds for channel-coded systems"
"2101","Use of the designation ""shedder"" in mucosal detection of herpes simplex virus DNA involving repeated sampling."
"2102","An RFID Encoding Method for Supply Chain Management"
"2103","Three empirical studies of a software reuse reference model"
"2104","Distortion of Process Values by N-multiplet Reconciliation"
"2105","Auction markets, bid preparation costs, and entrance fees"
"2106","COMPARING MEDIANS: A MONTE CARLO STUDY"
"2107","Bestsellers and Blockbusters: Movies, music, and books"
"2108","The Role of Incentives for Opening Monopoly Markets: Comparing GTE and BOC Cooperation with Local Entrants"
