"article_ID","article_title","keyword_ID","keyword"
"1707","Effective Sample Size in Order Statistics of Correlated Data","76","Data"
"1724","A Latent Health Factor Model for Estimating Estuarine Ecosystem Health","63","Health"
"1754","Probabilistic Methods for Financial and Marketing Informatics","16","Marketing"
"1755","The Impact of Size on Health Care Insurance Company Success","30","Impact"
"1755","The Impact of Size on Health Care Insurance Company Success","63","Health"
"1756","Bayesian Estimation of a Continuous-Time Model for Discretely-Observed Panel Data","76","Data"
"1762","Relationship of takeover gains to the stake of managers in the acquiring firm","24","Relationship"
"1867","Modelling the Absolute Returns of Different Stock Indices: Exploring the Forecastability of an Alternative Measure of Risk","43","Risk"
"1884","Possibility-Based Design Optimization Method for Design Problems With Both Statistical and Fuzzy Input Data","76","Data"
"1886","RAPID COMMUNICATION Comparative Signature Diagrams to Evaluate Biophysical Data for Differences in Protein Structure Across Various Formulations","76","Data"
"1908","Information markets for product attributes: A game theoretic, dual pricing mechanism","59","Information"
"1933","A Study on the Risk Identification Methods for Initial and Mass Production Stage of Military Products Using FMEA","43","Risk"
"1940","Construction Risk Analysis Tool for Determining Liquidated Damages Insurance Premiums: Case Study","43","Risk"
"1956","Combining Behavior Models to Secure Email Systems","39","Behavior"
"1988","Multichannel Analyzer Data Analysis by a Least Squares Computer Program","76","Data"
"1992","Chromosome Aberrations Produced by Radiation: The Relationship between Excess Acentric Fragments and Dicentrics","24","Relationship"
"1994","Uses of the Buys-Ballot Table in Time Series Analysis","48","Uses"
"1997","Dairy Operation Management Practices and Herd Milk Production","25","Management"
"2007","The Sampling Relationship Between Sharpe's Performance Measure and its Risk Proxy: Sample Size, Investment Horizon and Market Conditions","24","Relationship"
"2007","The Sampling Relationship Between Sharpe's Performance Measure and its Risk Proxy: Sample Size, Investment Horizon and Market Conditions","43","Risk"
"2008","Detecting Viral Propagations Using Email Behavior Profiles","39","Behavior"
"2009","Demand-Side Theory and Congressional Committee Composition: A Constituency Characteristics Approach","21","Theory"
"2025","A Power Management Proxy with a New Best-of-N Bloom Filter Design to Reduce False Positives","25","Management"
"2053","Theory and practice of acoustic confusability","21","Theory"
"2058","Influence of Fabrication Error on the Characteristics of a 2-D Photonic-Crystal Cavity","31","Influence"
"2059","On the Theory of Random Noise. Phenomenological Models. I","21","Theory"
"2060","Multi-Commodity Real Options Analysis of Power Plant Investments: Discounting Endogenous Risk Structures","43","Risk"
"2074","Theory of Statistics","21","Theory"
"2075","Mining models of exceptional objects through rule learning","61","Mining"
"2076","Impact of selected policy and market factors upon student flows from high school to competing destinations","30","Impact"
"2077","Methods for the Analysis of CCRC Data","76","Data"
"2097","Information in channel-coded systems: correlated receivers","59","Information"
"2098","Determination of Optimal Initial Weights of an Artificial Neural Network by Using the Harmony Search Algorithm: Application to Breakwater Armor Stones","28","Network"
"2102","An RFID Encoding Method for Supply Chain Management","25","Management"
"2142","Single Molecule Data Analysis: An Introduction","76","Data"
"2146","Bayesian Inference for NASA Probabilistic Risk and Reliability Analysis","43","Risk"
"2156","Interferometric Processing of SAR Data","76","Data"
"2157","t-Statistics for Weighted Means in Credit Risk Modelling","43","Risk"
"2167","Information and Capital Asset Pricing","59","Information"
"2173","Characterization of Transverse Cracking Spatial Variability Using LTPP Data for CRCP Design","76","Data"
"2211","Neural Network Support Vector Detection via a Soft-Label, Hybrid K-Means Classifier","28","Network"
"2213","Comparison of Different Confidence Intervals of Intensities for an Open Queueing Network with Feedback","28","Network"
"2217","Search Theory and Mate Choice. I. Models of Single-Sex Discrimination","21","Theory"
"2247","Negative Exponential Distribution Traffic Pattern for Power/Performance Analysis of Network on Chips","28","Network"
"2249","Modern Robust Data Analysis Methods: Measures of Central Tendency","76","Data"
"2261","Theory of Convection in a Deep Rotating Spherical Shell, and Its Application to the Sun","21","Theory"
"2274","Scalable Feature Selection in High-Dimensional Data Based on GRASP","76","Data"
"2277","Swap Credit Risk: An Empirical Investigation on Transaction Data","76","Data"
"2280","Non-Parametric and Semi-Parametric Techniques for Modeling and Simulating Correlated, Non-Normal Price and Yield Distributions: Applications to Risk Analysis in Kansas Agriculture","43","Risk"
"2284","Structured, Focused Uncertainty: Information Analysis for Multi-Method Comparative Case Studies","59","Information"
"2319","A Comparison of Information Functions and Search Strategies for Sensor Planning in Target Classification","59","Information"
"2364","Culture as Consensus: A Theory of Culture and Informant Accuracy","21","Theory"
"2368","Bias in Pert Project Completion Time Calculations for a Real Network","28","Network"
"2402","Fisher Information Properties","59","Information"
"2404","Analysis of the Network Gains of SISO and MISO Single Frequency Network Broadcast Systems","28","Network"
"2418","Reducing Uncertainty: Information Analysis for Comparative Case Studies","59","Information"
"2426","I Can Has Cheezburger? A Nonparanormal Approach to Combining Textual and Visual Information for Predicting and Generating Popular Meme Descriptions","59","Information"
"2427","Theory and Analysis of Threshold Characters","21","Theory"
"2430","The Probability Of Finding The Data Generation Process After A t2-Testing Sequential Procedure","76","Data"
"2459","Direct Sale of Information when Precision is Unobservable","59","Information"
"2471","The Application of Forecasting Techniques to Modeling Emergency Medical System Calls in Calgary, Alberta","70","Medical"
"2477","A Generic Bayesian Framework for Real-Time Prognostics and Health Management (PHM)","63","Health"
"2477","A Generic Bayesian Framework for Real-Time Prognostics and Health Management (PHM)","25","Management"
"2480","The Relationship between Tsallis Statistics, the Fourier Transform, and Nonlinear Coupling","24","Relationship"
"2494","Arbitrage Pricing with Estimation Risk","43","Risk"
"2502","Application of a General Risk Management Model to Portfolio Optimization Problems with Elliptical Distributed Returns for Risk Neutral and Risk Averse Decision Makers","43","Risk"
"2502","Application of a General Risk Management Model to Portfolio Optimization Problems with Elliptical Distributed Returns for Risk Neutral and Risk Averse Decision Makers","25","Management"
"2508","Learning, Public Good Provision, and the Information Trap","59","Information"
"2532","Combinatorial Information Theory: I. Philosophical Basis of Cross-Entropy and Entropy","59","Information"
"2557","Investigation of the Influence of Overvoltage, Auxiliary Glow Current and Relaxation Time on the Electrical Breakdown Time Delay Distributions in Neon","31","Influence"
"2560","The Most Powerful Tests for Fuzzy Hypotheses Testing with Vague Data","76","Data"
"2570","B. P. CARLIN & T. A. LOUIS (2008) Bayesian Methods for Data Analysis, third edition.","76","Data"
"2597","Software Error as a Limit to Inquiry for Finite Agents: Challenges for the Post-human Scientist","75","Scientist"
"2604","Broadband Data Transport Protocol Designed for Ethernet Services in Metro Ethernet Networks","76","Data"
"2607","Semiparametric Quantile Modelling of Hierarchical Data","76","Data"
"2647","Alpha Inflation? The Impact of Eliminating Scale Items on Cronbach's Alpha","30","Impact"
"2659","Hedges and Trees: Incorporating Fire Risk into Optimal Decisions in Forestry Using a No-Arbitrage Approach","43","Risk"
"2661","Sampling Distribution of the Relative Risk Aversion Estimator: Theory and Applications","43","Risk"
"2661","Sampling Distribution of the Relative Risk Aversion Estimator: Theory and Applications","21","Theory"
"2679","Mining consumer product data via latent semantic indexing","61","Mining"
"2689","An Input–Output Measurable Design for the Security Meter Model to Quantify and Manage Software Security Risk","43","Risk"
"2701","Influence of vessel diameter on red cell distribution at microvascular bifurcations","31","Influence"
"2709","Adequacy of Data for Mining Individual Friendship Pattern from Cellular Phone Call Logs","76","Data"
"2709","Adequacy of Data for Mining Individual Friendship Pattern from Cellular Phone Call Logs","61","Mining"
"2720","A Consensus Model for Electroencephalogram Data Via the S-Transform","76","Data"
"2725","Fisher Information for a partially observable simple birth process","59","Information"
"2726","Total ozone/UVB monitoring and forecasting: Impact of clouds and the horizontal resolution of satellite retrievals","30","Impact"
"2737","Estimation Approaches of Mean Response Time for a Two Stage Open Queueing Network Model","28","Network"
"2745","Exponential Utility Theory Ratemaking: An Alternative Ratemaking Approach","21","Theory"
"2753","Portfolio Selection Problem with Minimax Type Risk Function","43","Risk"
"2792","Statistical Modeling to Information Retrieval for Searching from Big Text Data and Higher Order Inference for Reliability","59","Information"
"2792","Statistical Modeling to Information Retrieval for Searching from Big Text Data and Higher Order Inference for Reliability","76","Data"
"2793","Information provision in financial markets","59","Information"
"2802","Risk and the National Industrial Recovery Act: An Empirical Evaluation","43","Risk"
"2804","Management practices associated with high mortality among preweaned dairy heifers","25","Management"
"2813","Likelihood and Quadratic Distance Methods for the Generalized Asymmetric Laplace Distribution for Financial Data","76","Data"
"2819","A Title 40 Code of Federal Regulations Part 191 Evaluation of Buried Transuranic Waste at the Nevada Test Site","17","Site"
"2820","Applications of Bayesian Decision Theory to Sequential Mastery Testing.","21","Theory"
"2833","Nursing Home Care Quality: Insights From a Bayesian Network Approach","28","Network"
"2855","Patterns of Diagnosed Mathematical Content and Process Skills in TIMSS-R Across a Sample of 20 Countries","14","Content"
"2856","An Empirical Test of the OPM Based on EOE-Transactions Data","76","Data"
"2858","How Do Delay Announcements Shape Customer Behavior? An Empirical Study","23","Customer"
"2861","Optimal Positioning of Service Units Along a Coordinate Line","53","Service"
"2878","A Method for Data Evaluation with Lognormal Distributions","76","Data"
"2884","Regional Modeling of Climate Change Impact on Peninsular Malaysia Water Resources","30","Impact"
"2885","Mining mass spectra for diagnosis and biomarker discovery of cerebral accidents","61","Mining"
"2894","Mathematical Foundations of Sensor Network Design Based On Linguistic Informatics","28","Network"
"2901","Mining uncertain data with probabilistic guarantees","61","Mining"
"2905","Clustering Time-Series Gene Expression Data with Unequal Time Intervals","76","Data"
"2925","Parameter Uncertainty and Residual Estimation Risk","43","Risk"
"2926","Multi-Carrier Based Cooperative Cognitive Network","28","Network"
"2940","Influence of traffic variations on exposure to wireless signals in realistic environments.","31","Influence"
"2941","Domain-Specific Information Retrieval Based on Improved Language Model","59","Information"
"2948","Bending the Power Law: A CMPL Theory of Strategy Shifts and the Automatization of Cognitive Skills","21","Theory"
"2948","Bending the Power Law: A CMPL Theory of Strategy Shifts and the Automatization of Cognitive Skills","15","Strategy"
"2959","Mining statistically significant connected subgraphs in vertex labeled graphs","61","Mining"
"3005","A Two-Part Mixture Model for Longitudinal Adverse Event Severity Data","76","Data"
"3018","Risk Policy and Long-Term Investment","43","Risk"
"3020","Information in a Two-Stage Adaptive Optimal Design","59","Information"
"3088","A Method for Investigating Relative Timing Information on Phylogenetic Trees","59","Information"
"3097","Calibrated Confidence Intervals for Intensities of a Two Stage Open Queueing Network","28","Network"
"3107","Efficiency Measurement of Container Terminals with DEA using an Input Variable of Information Level","59","Information"
"3108","Method of Best Representation for Averages in Data Evaluation","76","Data"
"3109","The Effect of Government Advertising Policies on the Market Power of Cigarette Firms","67","Government"
"3124","Influence of Various Business Regulations on the Amount of Foreign Direct Investments","31","Influence"
"3139","Data needs and spatial structure considerations in stock assessments with regional differences in recruitment and exploitation","76","Data"
"3146","HRR Radar Signature Database Validation for ATR: An Information Theoretic Approach","59","Information"
"3153","Theory and Practice for the use of Cut-Scores for Personnel Decisions","21","Theory"
"3153","Theory and Practice for the use of Cut-Scores for Personnel Decisions","22","Practice"
"3179","What's trending?: mining topical trends in UGC systems with YouTube as a case study","6","YouTube"
"3197","A Simple Model for Valuing Default Swaps when both Market and Credit Risk are Correlated","43","Risk"
"3216","Are Stock Markets Really Like Beauty Contests? Empirical Evidence of Higher Order Belief's Impact on Asset Prices","65","Like"
"3216","Are Stock Markets Really Like Beauty Contests? Empirical Evidence of Higher Order Belief's Impact on Asset Prices","30","Impact"
"3233","The Use and Abuse of 'Real-Time' Data in Economic Forecasting","76","Data"
"3240","The effect of export tax rebates on export performance: Theory and evidence from China","21","Theory"
"3264","Interactions between Agricultural and Resource Policy: Taking into account Downside Risk Aversion","43","Risk"
"3273","Digital chaotic communications","68","Digital"
"3281","On the Basel Accord’s Inverse Relationship between Default Probability and Asset Correlation:An Empirical Study","24","Relationship"
"3291","Inference for Discrete Time Stochastic Processes using Aggregated Survey Data","76","Data"
"3299","Accuracy and Precision of Insect Density and Impact Estimates","30","Impact"
"3304","The Impact of Depositor Preference Laws","30","Impact"
"3307","Some Effects of Differing Information Processing Strategies on Husband-Wife Joint Decisions","59","Information"
"3362","Better Articulating Normal Curve Theory for Introductory Mathematical Statistics Students: Power Transformations and Their Back-Transformations","21","Theory"
"3364","Impact of Three-Parameter Weibull Models in Probabilistic Assessment of Earthquake Hazards","30","Impact"
"3366","Platform Independent Timing of Java Virtual Machine Bytecode Instructions","19","Platform"
"3369","Extrema Propagation: Fast Distributed Estimation of Sums and Network Sizes","28","Network"
"3396","Generic Probability Density Function Reconstruction for Randomization in Privacy-Preserving Data Mining","76","Data"
"3396","Generic Probability Density Function Reconstruction for Randomization in Privacy-Preserving Data Mining","61","Mining"
"3402","Influence of Storage Days on the Distribution for Time of Embryonic Mortality During Incubation","31","Influence"
"3405","Toward a Positive Economic Theory of Hedging","21","Theory"
"3426","Data fusion for automated non-destructive inspection","76","Data"
"3434","Assessing the Impact of Travel Path Choice on London's Rail Network Using an Automatic Fare Collection System","30","Impact"
"3434","Assessing the Impact of Travel Path Choice on London's Rail Network Using an Automatic Fare Collection System","28","Network"
"3443","Multiscale Strategies for Solving Water Resources Management Problems with Genetic Algorithms","25","Management"
"3457","VAR Estimation and Forecasting When Data Are Subject to Revision","76","Data"
"3458","On the Estimation of the Correlation Coefficient from Grouped Data","76","Data"
"3459","Priority and Choice Probability Estimation by Ranking, Rating and Combined Data","76","Data"
"3471","Rate-Adaptive Information Transmission over MIMO Channels","59","Information"
"3480","The Incidence of Risk under Credit Insurance","43","Risk"
"3489","Some Estimation Approaches of Intensities for a Two Stage Open Queueing Network","28","Network"
"3506","A Bayesian Examination of Information and Uncertainty in Contingent Valuation","59","Information"
"3508","Comments on the Analysis of Variance Strategy for the Computation of Intraclass Reliability.","15","Strategy"
"3519","Impact of random channel mismatch on the SNR and SFDR of time-interleaved ADCs","30","Impact"
"3532","A Scoring Function for Learning Bayesian Networks based on Mutual Information and Conditional Independence Tests","59","Information"
"3554","Correcting Measures of Relationship between Aggregate-Level Variables for Both Unreliability and Correlated Errors: An Empirical Example ☆ ☆☆","24","Relationship"
"3567","Data Mining at the Interface of Computer Science and Statistics","76","Data"
"3567","Data Mining at the Interface of Computer Science and Statistics","61","Mining"
"3572","Vietnamese Oral Health Beliefs and Practices: Impact on the Utilization of Western Preventive Oral Health Care","63","Health"
"3572","Vietnamese Oral Health Beliefs and Practices: Impact on the Utilization of Western Preventive Oral Health Care","30","Impact"
"3580","Management and nutritional factors associated with the detection of Salmonella sp. from cattle fecal specimens from feedlot operations in the United States","25","Management"
"3586","Estimation and Test of Parameters for Two 0-1 Populations with Partially Missing Data","76","Data"
"3642","Analyzing Empirical Data in Requirements Engineering Techniques","76","Data"
"3649","Iterative Computing over a Unified Relationship Matrix for Information Integration","24","Relationship"
"3649","Iterative Computing over a Unified Relationship Matrix for Information Integration","59","Information"
"3661","Behrens-Fisher Analogs for Discrete and Survival Data","76","Data"
"3668","Business Intelligence: Data Mining and Optimization for Decision Making","76","Data"
"3668","Business Intelligence: Data Mining and Optimization for Decision Making","61","Mining"
"3670","Social Sensing: Building Reliable Systems on Unreliable Data","76","Data"
"3674","Vision-Based Observation Models for Lower Limb 3D Tracking with a Moving Platform","19","Platform"
"3678","Novel Algorithms CIPFP for Mining Frequent Patterns using Counting Inference from Probabilistic Databases and Future Possibilities","61","Mining"
"3713","Mining Projected Clusters in High-Dimensional Spaces","61","Mining"
"3716","Nonparametric Approach to the Analysis of 1-D Warranty Data","76","Data"
"3731","Sequential Probability Ratio Test for Fuzzy Hypotheses Testing with Vague Data","76","Data"
"3742","Monitoring Employee Performance in Service Operations","53","Service"
"3761","A Neural Network Anomaly Detector Using the Random Cluster Model","28","Network"
"3768","Less Strain Energy despite Fewer Misfit Dislocations: The Impact of Ordering","30","Impact"
"3790","Behavior profiling of email","39","Behavior"
"3792","An Evolutionary Bootstrap Approach to Neural Network Pruning and Generalization","28","Network"
"3799","The Impact of Technical Analysis on Asset Price Dynamics","30","Impact"
"3801","Data mining in a nutshell","76","Data"
"3825","A Theory for the Storage and Retrieval of Item and Associative Information.","21","Theory"
"3827","Modeling Multilevel Data Structures","76","Data"
"3834","Wordrank: A Method for Ranking Web Pages Based on Content Similarity","14","Content"
"3847","The leap from ROI to SROI: Farther than expected?☆","41","ROI"
"3850","Credit Risk and Corporate Governance","43","Risk"
"3854","Leveraging Extreme Value Theory","21","Theory"
"3866","Fingerprint for Network Topologies","28","Network"
"3885","A Survey of Computational Methods Used in Microarray Data Interpretation","76","Data"
"3904","The Impact of Weather Conditions on Culex pipiens and Culex restuans (Diptera: Culicidae) Abundance: A Case Study in Peel Region","30","Impact"
"3923","Optimal Payout Ratio under Uncertainty and the Flexibility Hypothesis: Theory and Empirical Evidence","21","Theory"
"3927","Transformed Social Interaction, Augmented Gaze, and Social Influence in Immersive Virtual Environments","31","Influence"
"3931","Optimization Theory for n-Set Functions","21","Theory"
"3941","Intelligent Approach to MPPT Control Strategy for Variable-SpeedWind Turbine Generation System","15","Strategy"
"3943","A Parameterized Probabilistic Model of Network Evolution for Supervised Link Prediction","28","Network"
"3953","Quantitative Methods for Estimating the Reliability of Qualitative Data","76","Data"
"3954","Extensions of Bowman's Theory on Managerial Decision-Making","21","Theory"
"3955","Functional Form, Skewness Effect, and the Risk-Return Relationship","24","Relationship"
"3969","Sex-Dependent Depression-Like Behavior Induced by Respiratory Administration of Aluminum Oxide Nanoparticles","39","Behavior"
"3993","Prenatal Exposure to Urban Air Nanoparticles in Mice Causes Altered Neuronal Differentiation and Depression- Like Responses","65","Like"
"4012","Bringing the Individual Back in: A Structural Analysis of the Internal Market for Reputation in Organizations","42","Reputation"
"4013","The Role of Professional Associations in Technology Diffusion","73","Professional"
"4015","Applied Network Analysis: A Methodological Introduction.","28","Network"
"4020","Professional Codes: Why, How, and with What Impact?","73","Professional"
"4022","Being Good or Being Known: An Empirical Examination of the Dimensions, Antecedents, and Consequences of Organizational Reputation","42","Reputation"
"4023","The Social Network Ties of Group Leaders: Implications for Group Performance and Leader Reputation","28","Network"
"4023","The Social Network Ties of Group Leaders: Implications for Group Performance and Leader Reputation","42","Reputation"
"4026","Boundary Spanning Individuals: Their Role in Information Transfer and Their Antecedents","59","Information"
"4030","Flexibility and Fairness: Effects of the Network Form of Organization on Gender Equity in Life Science Careers:","28","Network"
"4033","Homophily and Differential Returns: Sex Differences in Network Structure and Access in an Advertising Firm","28","Network"
"4034","Reward Systems and NSF University Research Centers: The Impact of Tenure on University Scientists' Valuation of Applied and Commercially Relevant Research","30","Impact"
"4036","Men's and Women's Networks: A Study of Interaction Patterns and Influence In an Organization","31","Influence"
"4040","Reputation and Competence in Publicly Funded Science: Estimating the Effects on Research Group Productivity","42","Reputation"
"4041","The Network Structure Of Social Capital","28","Network"
"4043","Boundary-Work and the Demarcation of Science from Non-Science: Strains and Interests in Professional Ideologies of Scientists","73","Professional"
"4044","Influence and Information: An Exploratory Investigation of the Boundary Role Person's Basis of Power","31","Influence"
"4046","Closing The Gap Between Science And Practice: The Need For Professional Leadership","73","Professional"
"4053","Information flow through strong and weak ties in intraorganizational social networks","59","Information"
"4054","Theorizing Change: The Role of Professional Associations in the Transformation of Institutionalized Fields","73","Professional"
"4068","Being in the Right Place: A Structural Analysis of Individual Influence in an Organization","31","Influence"
"4070","[book]Social Capital: A Theory of Social Structure and Action","21","Theory"
"4070","[book]Social Capital: A Theory of Social Structure and Action","42","Reputation"
"4072","A Theory of Evaluation Applied to a University Faculty.","21","Theory"
"4074","The Role of the Researcher An Analysis of Narrative Position in Organization Theory","21","Theory"
"4076","Networks and Organizations: Structure, Form, and Action","28","Network"
"4077","Network Centrality, Power, and Innovation Involvement: Determinants of Technical and Administrative Roles","28","Network"
"4079","Handbook of Theory and Research for the Sociology of Education","21","Theory"
"4081","Professional medical associations: ethical and practical guidelines.","73","Professional"
"4085","Professional service involvement of leadership faculty: An assessment of gender, role, and satisfaction","73","Professional"
"4087","Reconsidering the Impact of Gender Stereotypes on the Advancement of Women in Organizations","30","Impact"
"4091","Network Effects of International Shocks and Spillovers","28","Network"
"4092","Spatio-Temporal Patterns of the International Merger and Acquisition Network","28","Network"
"4096","Isolating the Network Effect of Immigrants on Trade","28","Network"
"4114","Impact of the Topology of Global Macroeconomic Network on the Spreading of Economic Crises","30","Impact"
"4114","Impact of the Topology of Global Macroeconomic Network on the Spreading of Economic Crises","28","Network"
"4118","Understanding corporate coherence: Theory and evidence","21","Theory"
"4119","Topology, Dependency Tests and Estimation Bias in Network Autoregressive Models","28","Network"
"4139","Network effects on international trade","28","Network"
"4140","The Network of Global Corporate Control","28","Network"
"4144","The Impact of a Customs Union between Turkey and the EU on Turkey's Exports to the EU","30","Impact"
"4160","[book]Advanced International Trade: Theory and Evidence","21","Theory"
"4165","The Network Origins of Aggregate Fluctuations","28","Network"
"4169","A Network Analysis of Countries’ Export Flows: Firm Grounds for the Building Blocks of the Economy","28","Network"
"4183","Structure and Evolution of the World Trade Network","28","Network"
"4192","Structure and Dynamics of the Global Economy: Network Analysis of International Trade 1965–1980","28","Network"
"4203","International Political Risk Management: Perspectives, Approaches and Emerging Agendas","47","Political"
"4203","International Political Risk Management: Perspectives, Approaches and Emerging Agendas","43","Risk"
"4211","Earnings Management and Investor Protection: An International Comparison","25","Management"
"4214","Capacity and Competition: Empirical Evidence on UK Panel Data","76","Data"
"4217","Bringing Institutions into Performance Persistence Research: Exploring the Impact of Product, Financial, and Labor Market Institutions","30","Impact"
"4235","Political Instability and Economic Growth","47","Political"
"4240","Political Hazards, Experience and Sequential Entry Strategies: The International Expansion of Japanese Firms, 1980-1998","47","Political"
"4247","The Reaction in Political Economy","47","Political"
"4301","Risk management of hydropower development in China","43","Risk"
"4306","Corporate Governance and Firm Value: The Impact of Corporate Social Responsibility","30","Impact"
"4307","Impact of Quality Corporate Governance on Firm Performance: A Ten Year Perspective","30","Impact"
"4321","Corporate Governance and Risk Management in Developing Market:A Logic Analysis and Proposal","43","Risk"
"4321","Corporate Governance and Risk Management in Developing Market:A Logic Analysis and Proposal","25","Management"
"4322","Analysis on Disclosure and Transparency in Published Accounting Information of Pakistani Listed Companies","59","Information"
"4330","The Impact of Corporate Governance on Firm's Performance: Evidence from Oil and Gas Sector of Pakistan","30","Impact"
"4338","Impact of Corporate Governance Mechanisms on Firm Value Evidence from the Food Industry of Iran","30","Impact"
"4345","The Impact of Environmental, Social and Governance (ESG) Standards on the Value of Cash Holdings: Evidence from Canadian Firms","30","Impact"
"4359","ADRs, Analysts, and Accuracy: Does Cross Listing in the U.S. Improve a Firm's Information Environment and Increase Market Value?","59","Information"
"4366","Risk Sharing and Asset Prices: Evidence from a Natural Experiment","43","Risk"
"4373","On the Pooling of Time Series and Cross Section Data","76","Data"
"4374","The Political Economy of Corporate Governance","47","Political"
"4384","Executive Compensation, Strategic Competition, and Relative Performance Evaluation: Theory and Evidence","21","Theory"
"4389","A Theory of Board Control and Size","21","Theory"
"4391","[book]The Theory of Corporate Finance","21","Theory"
"4393","To Steal or Not to Steal: Firm Attributes, Legal Environment, and Valuation","76","Data"
"4401","International Cross-Listing, Firm Performance, and Top Management Turnover: A Test of the Bonding Hypothesis","25","Management"
"4407","Stock Market Liberalization and the Information Environment","59","Information"
"4416","Estimating the Impact of Time-Invariant Variables on FDI with Fixed Effects","30","Impact"
"4420","Investor Protection and Equity Markets","47","Political"
"4425","Estimating Standard Errors in Finance Panel Data Sets: Comparing Approaches","76","Data"
"4445","THE VALUE OF COST FUNCTIONS FOR POLICYMAKING AND INSTITUTIONAL RESEARCH","76","Data"
"4450","The Impact of Resource Allocation on Graduation Rates","30","Impact"
"4464","Using Data Envelopment Analysis to Improve Estimates of Higher Education Institution's Per-student Education Costs","76","Data"
"4476","Fitting Second‐Order Finite Mixture Models to Data with Many Censored Values Using Maximum Likelihood Estimation","76","Data"
"4489","[book]Statistical Methods for Reliability Data","76","Data"
"4500","Left Partisanship and Top Management Pay in Affluent Capitalist Democracies","25","Management"
"4508","Insider Information and Performance Pay","59","Information"
"4510","Gender Differences in Executive Compensation and Job Mobility","18","Job"
"4515","How Well Does Agency Theory Explain Executive Compensation","21","Theory"
"4522","Executive Compensation: A Survey of Theory and Evidence","21","Theory"
"4523","The Internal Economics of the Firm: Evidence from Personnel Data","76","Data"
"4526","The Theory of Moral Hazard and Unobservable Behaviour: Part I","21","Theory"
"4528","Job Matching and Occupational Choice","18","Job"
"4529","Experimentation and Job Choice","18","Job"
"4531","Intersectoral Labor Mobility and the Growth of the Service Sector","53","Service"
"4536","Executive Compensation and Principal-Agent Theory","21","Theory"
"4546","Empirical Content of a Continuous-Time Principal-Agent Model","14","Content"
"4552","Specific Capital, Mobility, and Wages: Wages Rise with Job Seniority","18","Job"
"4555","Careers in organizations: Theory and evidence","21","Theory"
"4557","Firm‐Size Wage Gaps, Job Responsibility, and Hierarchical Matching","18","Job"
"4565","Are Risk Aversion and Impatience Related to Cognitive Ability","43","Risk"
"4568","The Job as a Concept","18","Job"
"4569","The economics of career concerns, part II: Application to missions and accountability of Government agencies","67","Government"
"4575","Naturally Occurring Preferences and Exogenous Laboratory Experiments: A Case Study of Risk Aversion","43","Risk"
"4578","Gender and Dynamic Agency: Theory and Evidence on the Compensation of Top Executives","21","Theory"
"4583","Production, Information Costs, and Economic Organization","59","Information"
"4588","Eliciting Risk and Time Preferences","43","Risk"
"4589","Job Mobility and the Careers of Young Men","18","Job"
"4590","Are CEOS Really Paid Like Bureaucrats","65","Like"
"4595","Risk Aversion and Incentive Effects","43","Risk"
"4597","Optimal Incentives Under Moral Hazard and Heterogeneous Agents: Evidence from Production Contracts Data","76","Data"
"4599","Risk Aversion, Performance Pay, and the Principal-Agent Problem","43","Risk"
"4601","A Theory of Career Mobility","21","Theory"
"4602","Reputation and imperfect information","42","Reputation"
"4608","Wage Bargaining with On-the-Job Search: Theory and Evidence","21","Theory"
"4610","A Theory of Wage Dynamics","21","Theory"
"4611","Optimal Incentive Contracts in the Presence of Career Concerns: Theory and Evidence","21","Theory"
"4613","Moral Hazard, Adverse Selection and Health Expenditures: A Semiparametric Analysis","63","Health"
"4623","Risk Aversion and Incentive Effects: Comment","43","Risk"
"4625","Firm Size Wage Differentials in Switzerland: Evidence from Job Changers","18","Job"
"4629","The Economics of Career Concerns, Part I: Comparing Information Structures","59","Information"
"4653","Identifying the Natural Flow Regime and the Relationship with Riparian Vegetation for Two Contrasting Western Australian Rivers","24","Relationship"
"4696","Management Compensation Contracts and Merger-Induced Abnormal Returns","25","Management"
"4703","Annual Survey of Economic Theory: The Theory of Monopoly","21","Theory"
"4712","[book]Positive Accounting Theory","21","Theory"
"4721","Does the Composition and Practice of Boards of Directors Bear Any Relationship to the Performance of Their Companies","22","Practice"
"4721","Does the Composition and Practice of Boards of Directors Bear Any Relationship to the Performance of Their Companies","24","Relationship"
"4723","Management and Ownership in the Large Firm","25","Management"
"4727","A Theory of Large Managerial Firms","21","Theory"
"4729","Board Overlap, Seat Accumulation and Share Prices","64","Share"
"4730","Managerial control of voting rights: Financing policies and the market for corporate control","25","Management"
"4731","The Cadbury Committee, Corporate Performance, and Top Management Turnover","25","Management"
"4748","Management ownership and market valuation: An empirical analysis","25","Management"
"4755","The Structure of Ownership and the Theory of the Firm","21","Theory"
"4757","Toward a Theory of Property Rights","21","Theory"
"4760","[book]The Theory of Industrial Organization","21","Theory"
"4761","Outside directors, board independence, and shareholder wealth☆","25","Management"
"4775","Science-Based Risk Assessment for Nontarget Effects of Transgenic Crops","43","Risk"
"4783","Sustainable Pest Management for Cotton Production: A Review","25","Management"
"4802","Presence of Environmental Risk Assessments for LMOs in nature and Future Considerations based on New Biotechnologies","43","Risk"
"4809","Ecological Engineering for Pest Management","25","Management"
"4812","Influence of Transgenic Insecticidal Crops on Non-target insects: Overview from the Data to Date","31","Influence"
"4812","Influence of Transgenic Insecticidal Crops on Non-target insects: Overview from the Data to Date","76","Data"
